"","Date","submission_count","log_sub_count"
"699",2019-03-05,11,2.39789527279837
"700",2019-03-06,27,3.29583686600433
"701",2019-03-07,18,2.89037175789616
"702",2019-03-08,12,2.484906649788
"703",2019-03-09,11,2.39789527279837
"704",2019-03-10,18,2.89037175789616
"705",2019-03-11,24,3.17805383034795
"706",2019-03-12,17,2.83321334405622
"707",2019-03-13,26,3.25809653802148
"708",2019-03-14,15,2.70805020110221
"709",2019-03-15,9,2.19722457733622
"710",2019-03-16,12,2.484906649788
"711",2019-03-17,7,1.94591014905531
"712",2019-03-18,22,3.09104245335832
"713",2019-03-19,23,3.13549421592915
"714",2019-03-20,11,2.39789527279837
"715",2019-03-21,9,2.19722457733622
"716",2019-03-22,14,2.63905732961526
"717",2019-03-23,18,2.89037175789616
"718",2019-03-24,16,2.77258872223978
"719",2019-03-25,25,3.2188758248682
"720",2019-03-26,9,2.19722457733622
"721",2019-03-27,13,2.56494935746154
"722",2019-03-28,17,2.83321334405622
"723",2019-03-29,9,2.19722457733622
"724",2019-03-30,7,1.94591014905531
"725",2019-03-31,25,3.2188758248682
"726",2019-04-01,25,3.2188758248682
"727",2019-04-02,19,2.94443897916644
"728",2019-04-03,16,2.77258872223978
"729",2019-04-04,18,2.89037175789616
"730",2019-04-05,10,2.30258509299405
"731",2019-04-06,7,1.94591014905531
"732",2019-04-07,23,3.13549421592915
"733",2019-04-08,13,2.56494935746154
"734",2019-04-09,28,3.3322045101752
"735",2019-04-10,39,3.66356164612965
"736",2019-04-11,41,3.71357206670431
"737",2019-04-12,24,3.17805383034795
"738",2019-04-13,15,2.70805020110221
"739",2019-04-14,33,3.49650756146648
"740",2019-04-15,41,3.71357206670431
"741",2019-04-16,43,3.76120011569356
"742",2019-04-17,38,3.63758615972639
"743",2019-04-18,32,3.46573590279973
"744",2019-04-19,36,3.58351893845611
"745",2019-04-20,34,3.52636052461616
"746",2019-04-21,19,2.94443897916644
"747",2019-04-22,39,3.66356164612965
"748",2019-04-23,36,3.58351893845611
"749",2019-04-24,29,3.36729582998647
"750",2019-04-25,36,3.58351893845611
"751",2019-04-26,17,2.83321334405622
"752",2019-04-27,21,3.04452243772342
"753",2019-04-28,35,3.55534806148941
"754",2019-04-29,38,3.63758615972639
"755",2019-04-30,34,3.52636052461616
"756",2019-05-01,35,3.55534806148941
"757",2019-05-02,29,3.36729582998647
"758",2019-05-03,29,3.36729582998647
"759",2019-05-04,30,3.40119738166216
"760",2019-05-05,11,2.39789527279837
"761",2019-05-06,47,3.85014760171006
"762",2019-05-07,35,3.55534806148941
"763",2019-05-08,34,3.52636052461616
"764",2019-05-09,34,3.52636052461616
"765",2019-05-10,32,3.46573590279973
"766",2019-05-11,16,2.77258872223978
"767",2019-05-12,21,3.04452243772342
"768",2019-05-13,31,3.43398720448515
"769",2019-05-14,29,3.36729582998647
"770",2019-05-15,36,3.58351893845611
"771",2019-05-16,27,3.29583686600433
"772",2019-05-17,25,3.2188758248682
"773",2019-05-18,20,2.99573227355399
"774",2019-05-19,31,3.43398720448515
"775",2019-05-20,40,3.68887945411394
"776",2019-05-21,19,2.94443897916644
"777",2019-05-22,30,3.40119738166216
"778",2019-05-23,38,3.63758615972639
"779",2019-05-24,29,3.36729582998647
"780",2019-05-25,23,3.13549421592915
"781",2019-05-26,24,3.17805383034795
"782",2019-05-27,38,3.63758615972639
"783",2019-05-28,58,4.06044301054642
"784",2019-05-29,42,3.73766961828337
"785",2019-05-30,41,3.71357206670431
"786",2019-05-31,46,3.8286413964891
"787",2019-06-01,23,3.13549421592915
"788",2019-06-02,34,3.52636052461616
"789",2019-06-03,45,3.80666248977032
"790",2019-06-04,49,3.89182029811063
"791",2019-06-05,31,3.43398720448515
"792",2019-06-06,32,3.46573590279973
"793",2019-06-07,24,3.17805383034795
"794",2019-06-08,22,3.09104245335832
"795",2019-06-09,32,3.46573590279973
"796",2019-06-10,41,3.71357206670431
"797",2019-06-11,37,3.61091791264422
"798",2019-06-12,30,3.40119738166216
"799",2019-06-13,36,3.58351893845611
"800",2019-06-14,27,3.29583686600433
"801",2019-06-15,25,3.2188758248682
"802",2019-06-16,36,3.58351893845611
"803",2019-06-17,40,3.68887945411394
"804",2019-06-18,39,3.66356164612965
"805",2019-06-19,27,3.29583686600433
"806",2019-06-20,41,3.71357206670431
"807",2019-06-21,43,3.76120011569356
"808",2019-06-22,27,3.29583686600433
"809",2019-06-23,30,3.40119738166216
"810",2019-06-24,45,3.80666248977032
"811",2019-06-25,47,3.85014760171006
"812",2019-06-26,31,3.43398720448515
"813",2019-06-27,36,3.58351893845611
"814",2019-06-28,31,3.43398720448515
"815",2019-06-29,29,3.36729582998647
"816",2019-06-30,48,3.87120101090789
"817",2019-07-01,25,3.2188758248682
"818",2019-07-02,34,3.52636052461616
"819",2019-07-03,27,3.29583686600433
"820",2019-07-04,16,2.77258872223978
"821",2019-07-05,30,3.40119738166216
"822",2019-07-06,33,3.49650756146648
"823",2019-07-07,35,3.55534806148941
"824",2019-07-08,33,3.49650756146648
"825",2019-07-09,39,3.66356164612965
"826",2019-07-10,38,3.63758615972639
"827",2019-07-11,47,3.85014760171006
"828",2019-07-12,32,3.46573590279973
"829",2019-07-13,22,3.09104245335832
"830",2019-07-14,42,3.73766961828337
"831",2019-07-15,53,3.97029191355212
"832",2019-07-16,42,3.73766961828337
"833",2019-07-17,50,3.91202300542815
"834",2019-07-18,41,3.71357206670431
"835",2019-07-19,30,3.40119738166216
"836",2019-07-20,33,3.49650756146648
"837",2019-07-21,41,3.71357206670431
"838",2019-07-22,51,3.93182563272433
"839",2019-07-23,38,3.63758615972639
"840",2019-07-24,32,3.46573590279973
"841",2019-07-25,21,3.04452243772342
"842",2019-07-26,33,3.49650756146648
"843",2019-07-27,28,3.3322045101752
"844",2019-07-28,36,3.58351893845611
"845",2019-07-29,53,3.97029191355212
"846",2019-07-30,51,3.93182563272433
"847",2019-07-31,58,4.06044301054642
"848",2019-08-01,32,3.46573590279973
"849",2019-08-02,26,3.25809653802148
"850",2019-08-03,29,3.36729582998647
"851",2019-08-04,23,3.13549421592915
"852",2019-08-05,39,3.66356164612965
"853",2019-08-06,31,3.43398720448515
"854",2019-08-07,24,3.17805383034795
"855",2019-08-08,31,3.43398720448515
"856",2019-08-09,26,3.25809653802148
"857",2019-08-10,16,2.77258872223978
"858",2019-08-11,42,3.73766961828337
"859",2019-08-12,39,3.66356164612965
"860",2019-08-13,40,3.68887945411394
"861",2019-08-14,36,3.58351893845611
"862",2019-08-15,28,3.3322045101752
"863",2019-08-16,26,3.25809653802148
"864",2019-08-17,34,3.52636052461616
"865",2019-08-18,34,3.52636052461616
"866",2019-08-19,25,3.2188758248682
"867",2019-08-20,32,3.46573590279973
"868",2019-08-21,32,3.46573590279973
"869",2019-08-22,32,3.46573590279973
"870",2019-08-23,15,2.70805020110221
"871",2019-08-24,23,3.13549421592915
"872",2019-08-25,31,3.43398720448515
"873",2019-08-26,48,3.87120101090789
"874",2019-08-27,36,3.58351893845611
"875",2019-08-28,31,3.43398720448515
"876",2019-08-29,38,3.63758615972639
"877",2019-08-30,39,3.66356164612965
"878",2019-08-31,32,3.46573590279973
"879",2019-09-01,22,3.09104245335832
"880",2019-09-02,32,3.46573590279973
"881",2019-09-03,39,3.66356164612965
"882",2019-09-04,31,3.43398720448515
"883",2019-09-05,22,3.09104245335832
"884",2019-09-06,14,2.63905732961526
"885",2019-09-07,13,2.56494935746154
"886",2019-09-08,26,3.25809653802148
"887",2019-09-09,29,3.36729582998647
"888",2019-09-10,41,3.71357206670431
"889",2019-09-11,45,3.80666248977032
"890",2019-09-12,40,3.68887945411394
"891",2019-09-13,32,3.46573590279973
"892",2019-09-14,33,3.49650756146648
"893",2019-09-15,29,3.36729582998647
"894",2019-09-16,33,3.49650756146648
"895",2019-09-17,30,3.40119738166216
"896",2019-09-18,25,3.2188758248682
"897",2019-09-19,31,3.43398720448515
"898",2019-09-20,15,2.70805020110221
"899",2019-09-21,20,2.99573227355399
"900",2019-09-22,35,3.55534806148941
"901",2019-09-23,25,3.2188758248682
"902",2019-09-24,35,3.55534806148941
"903",2019-09-25,40,3.68887945411394
"904",2019-09-26,25,3.2188758248682
"905",2019-09-27,27,3.29583686600433
"906",2019-09-28,34,3.52636052461616
"907",2019-09-29,47,3.85014760171006
"908",2019-09-30,36,3.58351893845611
"909",2019-10-01,30,3.40119738166216
"910",2019-10-02,39,3.66356164612965
"911",2019-10-03,38,3.63758615972639
"912",2019-10-04,23,3.13549421592915
"913",2019-10-05,24,3.17805383034795
"914",2019-10-06,36,3.58351893845611
"915",2019-10-07,35,3.55534806148941
"916",2019-10-08,40,3.68887945411394
"917",2019-10-09,37,3.61091791264422
"918",2019-10-10,28,3.3322045101752
"919",2019-10-11,28,3.3322045101752
"920",2019-10-12,22,3.09104245335832
"921",2019-10-13,24,3.17805383034795
"922",2019-10-14,36,3.58351893845611
"923",2019-10-15,36,3.58351893845611
"924",2019-10-16,28,3.3322045101752
"925",2019-10-17,45,3.80666248977032
"926",2019-10-18,26,3.25809653802148
"927",2019-10-19,27,3.29583686600433
"928",2019-10-20,31,3.43398720448515
"929",2019-10-21,46,3.8286413964891
"930",2019-10-22,45,3.80666248977032
"931",2019-10-23,48,3.87120101090789
"932",2019-10-24,37,3.61091791264422
"933",2019-10-25,24,3.17805383034795
"934",2019-10-26,23,3.13549421592915
"935",2019-10-27,47,3.85014760171006
"936",2019-10-28,40,3.68887945411394
"937",2019-10-29,44,3.78418963391826
"938",2019-10-30,33,3.49650756146648
"939",2019-10-31,41,3.71357206670431
"940",2019-11-01,13,2.56494935746154
"941",2019-11-02,35,3.55534806148941
"942",2019-11-03,35,3.55534806148941
"943",2019-11-04,50,3.91202300542815
"944",2019-11-05,42,3.73766961828337
"945",2019-11-06,38,3.63758615972639
"946",2019-11-07,23,3.13549421592915
"947",2019-11-08,21,3.04452243772342
"948",2019-11-09,16,2.77258872223978
"949",2019-11-10,32,3.46573590279973
"950",2019-11-11,39,3.66356164612965
"951",2019-11-12,19,2.94443897916644
"952",2019-11-13,27,3.29583686600433
"953",2019-11-14,38,3.63758615972639
"954",2019-11-15,23,3.13549421592915
"955",2019-11-16,23,3.13549421592915
"956",2019-11-17,15,2.70805020110221
